File Name,Target ID,Race,Gender,Emotion,Age,Origin,amazon_age_low,amazon_age_high,amazon_smile,amazon_smile_confidence,amazon_gender,amazon_gender_confidence,amazon_emotion,clarifai_race,clarifai_race_confidence,clarifai_gender,clarifai_gender_confidence,clarifai_age,clarifai_age_confidence,face++_gender,face++_age,face++_emotion,face++_smiling,microsoft_gender,microsoft_age,microsoft_emotion,microsoft_smile
CFD-WM-026-019-A.jpg,WM-026,W,M,A,25,CFD,22,34,False,97.71141052246094,Male,81.99056243896484,ANGRY,"hispanic, latino, or spanish origin",0.457293779,masculine,0.990513623,36,0.491376132,Male,31,neutral,False,male,22.0,neutral,0.001
CFD-WM-026-006-HO.jpg,WM-026,W,M,HO,25,CFD,22,34,True,98.8087158203125,Male,96.58326721191406,HAPPY,white,0.993373156,masculine,0.97951901,39,0.407927036,Male,29,happiness,True,male,21.0,happiness,1.0
CFD-WM-026-004-HC.jpg,WM-026,W,M,HC,25,CFD,22,34,False,94.57305908203124,Female,52.5289306640625,CALM,white,0.973846555,masculine,0.994148493,27,0.548630714,Male,31,neutral,False,male,23.0,happiness,0.774
CFD-WM-026-001-N.jpg,WM-026,W,M,N,25,CFD,22,34,False,99.66425323486328,Female,59.81103897094727,CONFUSED,white,0.975381017,masculine,0.997048795,28,0.50146091,Male,25,neutral,False,male,21.0,neutral,0.0
CFD-WM-026-013-F.jpg,WM-026,W,M,F,25,CFD,22,34,False,94.76698303222656,Female,69.63027191162111,FEAR,white,0.967802167,masculine,0.998019338,28,0.49687725299999996,Male,24,anger,False,male,23.0,surprise,0.0
CFD-WM-214-026-N.jpg,WM-214,W,M,N,25,CFD,21,33,False,99.9340591430664,Male,95.84945678710938,CALM,white,0.99601382,masculine,0.9979268309999999,28,0.44923847899999997,Male,21,neutral,False,male,27.0,neutral,0.001
CFD-LF-247-051-N.jpg,LF-247,L,F,N,29,CFD,22,34,False,99.1828155517578,Female,99.430419921875,CALM,"hispanic, latino, or spanish origin",0.504348814,feminine,0.628055811,39,0.801350236,Male,28,neutral,False,female,30.0,neutral,0.0
CFD-BM-247-240-N.jpg,BM-247,B,M,N,21,CFD,19,31,False,94.44003295898438,Male,97.4423370361328,CALM,black or african american,0.999036252,masculine,0.999144197,39,0.5165579920000001,Male,23,neutral,False,male,20.0,neutral,0.0
CFD-WM-019-006-HC.jpg,WM-019,W,M,HC,25,CFD,22,34,True,96.71893310546876,Male,59.85665893554688,HAPPY,white,0.538804531,masculine,0.984253347,36,0.612198472,Male,28,happiness,True,male,25.0,happiness,0.993
CFD-WM-019-013-A.jpg,WM-019,W,M,A,25,CFD,31,47,False,86.72901153564453,Male,61.8060302734375,CONFUSED,asian,0.528280735,masculine,0.976613045,39,0.45154917200000005,Male,39,disgust,False,male,29.0,anger,0.002
CFD-WM-019-017-F.jpg,WM-019,W,M,F,25,CFD,20,32,True,95.09558868408205,Male,95.2229232788086,HAPPY,white,0.5883628129999999,masculine,0.9560855629999999,28,0.525612235,Male,27,happiness,True,male,25.0,happiness,0.998
CFD-WM-019-003-N.jpg,WM-019,W,M,N,25,CFD,22,34,False,99.3478012084961,Male,88.48943328857422,CALM,"hispanic, latino, or spanish origin",0.753053367,masculine,0.99798578,36,0.469930291,Male,30,neutral,False,male,25.0,neutral,0.0
CFD-WM-019-009-HO.jpg,WM-019,W,M,HO,25,CFD,23,35,True,99.85115814208984,Female,56.21258544921875,HAPPY,white,0.6988223790000001,masculine,0.942138791,36,0.5586613420000001,Male,26,happiness,True,male,26.0,happiness,1.0
CFD-LF-240-199-N.jpg,LF-240,L,F,N,43,CFD,26,40,False,99.93279266357422,Female,96.70465087890624,CALM,asian,0.41996890299999995,feminine,0.993373156,47,0.512460589,Female,58,neutral,False,female,42.0,neutral,0.0
CFD-AM-250-149-N.jpg,AM-250,A,M,N,25,CFD,22,34,False,99.7695083618164,Male,99.19904327392578,CALM,asian,0.39682593899999996,masculine,0.99925673,23,0.674060047,Male,25,neutral,False,male,19.0,neutral,0.001
CFD-WM-213-076-N.jpg,WM-213,W,M,N,26,CFD,22,34,False,98.53897857666016,Male,98.84971618652344,CALM,white,0.964430928,masculine,0.999741971,39,0.677197218,Male,40,neutral,False,male,29.0,neutral,0.018000000000000002
CFD-WM-021-004-HO.jpg,WM-021,W,M,HO,29,CFD,23,35,True,99.9754638671875,Male,99.64746856689452,HAPPY,asian,0.686753273,masculine,0.9984996909999999,36,0.690795422,Male,26,happiness,True,male,31.0,happiness,1.0
CFD-WM-021-006-HC.jpg,WM-021,W,M,HC,29,CFD,23,37,True,99.66326141357422,Male,99.50000762939452,HAPPY,asian,0.8259127740000001,masculine,0.9997751709999999,36,0.709051907,Male,24,happiness,True,male,31.0,happiness,1.0
CFD-WM-021-001-N.jpg,WM-021,W,M,N,29,CFD,23,35,False,99.56775665283205,Male,99.26634216308594,CALM,middle eastern or north african,0.726135254,masculine,0.9997598529999999,36,0.632671356,Male,27,neutral,False,male,27.0,neutral,0.0
CFD-WM-021-009-A.jpg,WM-021,W,M,A,29,CFD,22,34,False,97.71900939941406,Male,99.70577239990234,ANGRY,middle eastern or north african,0.578574896,masculine,0.998908162,33,0.566696882,Male,28,neutral,False,male,28.0,neutral,0.0
CFD-BM-240-207-N.jpg,BM-240,B,M,N,24,CFD,22,34,False,99.69703674316406,Male,99.11296081542969,CALM,black or african american,0.996724367,masculine,0.999189496,36,0.546548665,Male,23,neutral,False,male,21.0,neutral,0.0
CFD-WM-225-127-N.jpg,WM-225,W,M,N,36,CFD,27,43,False,99.84796905517578,Male,98.73301696777344,CALM,white,0.998380303,masculine,0.90674305,55,0.50934881,Male,43,neutral,False,male,36.0,neutral,0.0
CFD-BM-249-235-N.jpg,BM-249,B,M,N,19,CFD,20,32,False,99.36793518066406,Male,68.60157012939453,CALM,black or african american,0.993748188,masculine,0.9998810290000001,24,0.459184706,Male,22,neutral,False,male,17.0,neutral,0.0
CFD-WM-017-005-HO.jpg,WM-017,W,M,HO,23,CFD,22,34,True,89.8062515258789,Male,99.04730987548828,HAPPY,white,0.999706268,masculine,0.999767065,33,0.583271027,Male,41,happiness,True,male,28.0,happiness,0.9990000000000001
CFD-WM-017-002-N.jpg,WM-017,W,M,N,23,CFD,22,34,False,99.76300048828124,Male,98.6080551147461,CALM,white,0.993852258,masculine,0.997795463,29,0.5204293729999999,Male,30,neutral,False,male,28.0,neutral,0.0
CFD-WM-017-011-A.jpg,WM-017,W,M,A,23,CFD,24,38,False,98.2504653930664,Male,99.49295806884766,CONFUSED,white,0.998215437,masculine,0.9996126890000001,33,0.521463811,Male,33,disgust,False,male,28.0,neutral,0.0
CFD-WM-017-019-F.jpg,WM-017,W,M,F,23,CFD,22,34,False,96.14334869384766,Male,91.40091705322266,SURPRISED,white,0.997025013,masculine,0.985758185,27,0.456459224,Male,29,surprise,False,male,30.0,surprise,0.0
CFD-WM-017-003-HC.jpg,WM-017,W,M,HC,23,CFD,22,34,False,82.76103973388672,Male,98.94178771972656,CALM,white,0.999594152,masculine,0.9995633359999999,33,0.55026108,Male,36,neutral,False,male,28.0,neutral,0.47700000000000004
CFD-LF-249-132-N.jpg,LF-249,L,F,N,28,CFD,24,38,False,98.62681579589844,Female,99.5124969482422,CALM,"hispanic, latino, or spanish origin",0.681001902,feminine,0.98712039,39,0.661759377,Female,66,neutral,False,female,24.0,neutral,0.001
CFD-WM-028-007-HO.jpg,WM-028,W,M,HO,24,CFD,20,32,True,99.77053833007812,Male,95.09571838378906,HAPPY,middle eastern or north african,0.380310804,masculine,0.999521852,29,0.527659774,Male,28,happiness,True,male,25.0,happiness,1.0
CFD-WM-028-003-N.jpg,WM-028,W,M,N,24,CFD,21,33,False,99.28623962402344,Male,91.6937026977539,CALM,middle eastern or north african,0.613185406,masculine,0.999778152,36,0.487074137,Male,25,neutral,False,male,23.0,neutral,0.001
CFD-WM-028-029-A.jpg,WM-028,W,M,A,24,CFD,22,34,False,95.72771453857422,Male,91.44258880615234,CONFUSED,"hispanic, latino, or spanish origin",0.545164585,masculine,0.9996205570000001,36,0.527234554,Male,34,anger,False,male,24.0,neutral,0.001
CFD-WM-028-005-HC.jpg,WM-028,W,M,HC,24,CFD,14,26,True,97.96871948242188,Male,81.11721801757812,HAPPY,middle eastern or north african,0.39238327700000003,masculine,0.9976757759999999,36,0.45114278799999996,Male,34,happiness,True,male,25.0,happiness,1.0
CFD-WM-028-019-F.jpg,WM-028,W,M,F,24,CFD,22,34,False,78.14614868164062,Male,79.76924896240234,FEAR,asian,0.25656676300000003,masculine,0.999785066,36,0.532208264,Male,31,fear,True,male,25.0,fear,0.0
CFD-BM-044-051-F.jpg,BM-044,B,M,F,36,CFD,32,48,True,88.42391204833984,Male,97.4565887451172,SURPRISED,asian,0.763458788,masculine,0.8832899329999999,47,0.363525331,Male,54,surprise,True,male,35.0,happiness,0.585
CFD-BM-044-001-N.jpg,BM-044,B,M,N,36,CFD,33,49,False,99.53491973876952,Male,98.10531616210938,CALM,middle eastern or north african,0.36868172899999996,masculine,0.99550277,45,0.711945653,Male,52,neutral,False,male,30.0,neutral,0.0
CFD-BM-044-037-HO.jpg,BM-044,B,M,HO,36,CFD,31,47,True,99.9071807861328,Male,99.8482437133789,HAPPY,"hispanic, latino, or spanish origin",0.359220624,masculine,0.987683415,45,0.641977906,Male,53,happiness,True,male,37.0,happiness,1.0
CFD-BM-044-038-HC.jpg,BM-044,B,M,HC,36,CFD,32,48,True,98.7451171875,Male,99.80859375,HAPPY,black or african american,0.389234155,masculine,0.9959239959999999,45,0.661225498,Male,50,happiness,True,male,36.0,happiness,1.0
CFD-WM-010-001-N.jpg,WM-010,W,M,N,27,CFD,22,34,False,99.43778228759766,Male,98.1953353881836,CALM,white,0.9932694440000001,masculine,0.9950176479999999,36,0.622698128,Male,34,neutral,False,male,28.0,neutral,0.0
CFD-WM-010-016-A.jpg,WM-010,W,M,A,27,CFD,22,34,False,96.73287963867188,Male,99.35810089111328,CONFUSED,white,0.976854563,masculine,0.9971027370000001,37,0.641012192,Male,34,neutral,False,male,28.0,neutral,0.002
CFD-WM-010-007-HC.jpg,WM-010,W,M,HC,27,CFD,22,34,False,81.60455322265625,Male,95.5295639038086,CALM,white,0.992459655,masculine,0.99969995,39,0.609336674,Male,28,neutral,False,male,29.0,neutral,0.475
CFD-WM-010-004-HO.jpg,WM-010,W,M,HO,27,CFD,22,34,True,89.67914581298828,Male,99.29322052001952,HAPPY,white,0.995275259,masculine,0.9993410709999999,36,0.613447428,Male,28,happiness,True,male,26.0,happiness,0.963
CFD-WM-010-020-F.jpg,WM-010,W,M,F,27,CFD,22,34,False,93.9367904663086,Male,97.39896392822266,SURPRISED,white,0.9509164090000001,masculine,0.999300838,36,0.5259389879999999,Male,25,surprise,False,male,30.0,surprise,0.0
CFD-WM-222-057-N.jpg,WM-222,W,M,N,33,CFD,26,42,False,99.78875732421876,Male,98.8159408569336,CALM,white,0.7940351959999999,masculine,0.992112696,45,0.691703856,Male,41,neutral,False,male,35.0,neutral,0.0
